merchant_id,signup_timestamp,first_test_txn_timestamp,first_live_txn_timestamp,is_activated,days_signup_to_test,days_signup_to_live,days_test_to_live
m_3ba995f686,2024-01-13 00:00:00.0000000,2024-01-15 00:00:00.0000000,2024-01-28 00:00:00.0000000,1,2,15,13
m_3bbc480854,2024-01-09 00:00:00.0000000,2024-01-11 00:00:00.0000000,2024-01-22 00:00:00.0000000,1,2,13,11
m_3bc40babf3,2024-01-23 00:00:00.0000000,2024-01-25 00:00:00.0000000,2024-02-05 00:00:00.0000000,1,2,13,11
m_3c362258df,2024-01-06 00:00:00.0000000,2024-01-08 00:00:00.0000000,NULL,0,2,NULL,NULL
m_3cb6e46fca,2024-02-18 00:00:00.0000000,2024-02-20 00:00:00.0000000,NULL,0,2,NULL,NULL
m_3cbccdfbe2,2024-02-05 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_3dce738f35,2024-01-05 00:00:00.0000000,2024-01-07 00:00:00.0000000,2024-01-21 00:00:00.0000000,1,2,16,14
m_3deb32890d,2024-01-08 00:00:00.0000000,2024-01-10 00:00:00.0000000,NULL,0,2,NULL,NULL
m_3ecc19e3b6,2024-01-14 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_3ef8f43c97,2024-02-29 00:00:00.0000000,2024-03-02 00:00:00.0000000,2024-02-29 00:00:00.0000000,1,2,0,-2
m_3f59691769,2024-01-28 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_3fcfb21713,2024-01-03 00:00:00.0000000,2024-01-05 00:00:00.0000000,NULL,0,2,NULL,NULL
m_3ff0ec631c,2024-02-09 00:00:00.0000000,2024-02-11 00:00:00.0000000,2024-02-18 00:00:00.0000000,1,2,9,7
m_4034dcb50a,2024-02-20 00:00:00.0000000,2024-02-22 00:00:00.0000000,NULL,0,2,NULL,NULL
m_4053ee70a0,2024-02-11 00:00:00.0000000,2024-02-13 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,17,15
m_40f0ac96eb,2024-01-23 00:00:00.0000000,2024-01-25 00:00:00.0000000,2024-02-02 00:00:00.0000000,1,2,10,8
m_41c16c2f71,2024-01-17 00:00:00.0000000,2024-01-19 00:00:00.0000000,NULL,0,2,NULL,NULL
m_41edae325c,2024-01-08 00:00:00.0000000,2024-01-10 00:00:00.0000000,NULL,0,2,NULL,NULL
m_42df7df586,2024-01-29 00:00:00.0000000,2024-01-31 00:00:00.0000000,NULL,0,2,NULL,NULL
m_434fc9b1fd,2024-01-29 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_436b89fbb7,2024-02-29 00:00:00.0000000,2024-03-02 00:00:00.0000000,NULL,0,2,NULL,NULL
m_437cf27b48,2024-02-09 00:00:00.0000000,2024-02-11 00:00:00.0000000,2024-02-19 00:00:00.0000000,1,2,10,8
m_43e41877e5,2024-01-09 00:00:00.0000000,2024-01-11 00:00:00.0000000,2024-01-16 00:00:00.0000000,1,2,7,5
m_442afafa89,2024-01-07 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_442afe6b8b,2024-01-20 00:00:00.0000000,2024-01-22 00:00:00.0000000,NULL,0,2,NULL,NULL
m_46206c3e66,2024-01-24 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_471a369034,2024-01-24 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_476fd597f6,2024-01-07 00:00:00.0000000,2024-01-09 00:00:00.0000000,2024-01-25 00:00:00.0000000,1,2,18,16
m_477c7bf1cb,2024-02-26 00:00:00.0000000,2024-02-28 00:00:00.0000000,NULL,0,2,NULL,NULL
m_47879f784c,2024-01-21 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_478d1c7b15,2024-01-23 00:00:00.0000000,2024-01-25 00:00:00.0000000,2024-02-05 00:00:00.0000000,1,2,13,11
m_4873e4295d,2024-02-21 00:00:00.0000000,2024-02-23 00:00:00.0000000,NULL,0,2,NULL,NULL
m_4894dedfee,2024-02-03 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_490667463d,2024-02-29 00:00:00.0000000,2024-03-02 00:00:00.0000000,NULL,0,2,NULL,NULL
m_49121849ae,2024-02-16 00:00:00.0000000,2024-02-18 00:00:00.0000000,NULL,0,2,NULL,NULL
m_49ca3ee0b3,2024-02-06 00:00:00.0000000,2024-02-08 00:00:00.0000000,2024-02-18 00:00:00.0000000,1,2,12,10
m_49f63da907,2024-02-27 00:00:00.0000000,2024-02-29 00:00:00.0000000,NULL,0,2,NULL,NULL
m_4a698d8b4c,2024-01-06 00:00:00.0000000,2024-01-08 00:00:00.0000000,2024-01-18 00:00:00.0000000,1,2,12,10
m_4b2d64b5b4,2024-01-08 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_4bbb0be18b,2024-02-25 00:00:00.0000000,2024-02-27 00:00:00.0000000,NULL,0,2,NULL,NULL
m_4bc66994d6,2024-02-20 00:00:00.0000000,2024-02-22 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,8,6
m_4bda98f51d,2024-02-12 00:00:00.0000000,2024-02-14 00:00:00.0000000,2024-02-19 00:00:00.0000000,1,2,7,5
m_4cb0ef01fc,2024-01-26 00:00:00.0000000,2024-01-28 00:00:00.0000000,2024-02-04 00:00:00.0000000,1,2,9,7
m_4cefda97ba,2024-01-25 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_4d1676ece9,2024-02-22 00:00:00.0000000,2024-02-24 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,6,4
m_4dba1746af,2024-01-15 00:00:00.0000000,2024-01-17 00:00:00.0000000,2024-01-30 00:00:00.0000000,1,2,15,13
m_4fadff3748,2024-02-01 00:00:00.0000000,2024-02-03 00:00:00.0000000,NULL,0,2,NULL,NULL
m_4fb18550a0,2024-02-18 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_4fb782d661,2024-01-16 00:00:00.0000000,2024-01-18 00:00:00.0000000,NULL,0,2,NULL,NULL
m_508bb99920,2024-01-08 00:00:00.0000000,2024-01-10 00:00:00.0000000,NULL,0,2,NULL,NULL
m_50b7dd7ecc,2024-01-22 00:00:00.0000000,2024-01-24 00:00:00.0000000,NULL,0,2,NULL,NULL
m_50ba87a2ef,2024-02-28 00:00:00.0000000,2024-03-01 00:00:00.0000000,2024-03-05 00:00:00.0000000,1,2,6,4
m_50be243ae4,2024-02-03 00:00:00.0000000,2024-02-05 00:00:00.0000000,2024-02-18 00:00:00.0000000,1,2,15,13
m_510e9da692,2024-02-05 00:00:00.0000000,2024-02-07 00:00:00.0000000,2024-02-17 00:00:00.0000000,1,2,12,10
m_51f5e8dc90,2024-01-28 00:00:00.0000000,2024-01-30 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,31,29
m_524e378e4e,2024-01-16 00:00:00.0000000,2024-01-18 00:00:00.0000000,NULL,0,2,NULL,NULL
m_5256ceaa87,2024-02-09 00:00:00.0000000,2024-02-11 00:00:00.0000000,2024-02-25 00:00:00.0000000,1,2,16,14
m_528dcddfb7,2024-02-04 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_53e1cf17dd,2024-02-21 00:00:00.0000000,2024-02-23 00:00:00.0000000,2024-03-01 00:00:00.0000000,1,2,9,7
m_5458894590,2024-02-19 00:00:00.0000000,2024-02-21 00:00:00.0000000,NULL,0,2,NULL,NULL
m_5466766cc2,2024-02-16 00:00:00.0000000,2024-02-18 00:00:00.0000000,NULL,0,2,NULL,NULL
m_54b728f02d,2024-01-03 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_54d77390be,2024-02-16 00:00:00.0000000,2024-02-18 00:00:00.0000000,2024-02-29 00:00:00.0000000,1,2,13,11
m_550aee8a05,2024-02-01 00:00:00.0000000,2024-02-03 00:00:00.0000000,2024-02-11 00:00:00.0000000,1,2,10,8
m_560cc9c436,2024-02-16 00:00:00.0000000,2024-02-18 00:00:00.0000000,NULL,0,2,NULL,NULL
m_563d65aed0,2024-01-14 00:00:00.0000000,2024-01-16 00:00:00.0000000,2024-01-29 00:00:00.0000000,1,2,15,13
m_5661e6dc0f,2024-02-06 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_56a80ef3a4,2024-02-06 00:00:00.0000000,2024-02-08 00:00:00.0000000,2024-02-14 00:00:00.0000000,1,2,8,6
m_570ff787b5,2024-01-19 00:00:00.0000000,2024-01-21 00:00:00.0000000,2024-02-07 00:00:00.0000000,1,2,19,17
m_5817aa64f6,2024-02-08 00:00:00.0000000,2024-02-10 00:00:00.0000000,2024-02-19 00:00:00.0000000,1,2,11,9
m_58d35b3823,2024-01-06 00:00:00.0000000,2024-01-08 00:00:00.0000000,NULL,0,2,NULL,NULL
m_58e43f9326,2024-01-28 00:00:00.0000000,2024-01-30 00:00:00.0000000,2024-02-15 00:00:00.0000000,1,2,18,16
m_58f0ce9d26,2024-01-01 00:00:00.0000000,2024-01-03 00:00:00.0000000,NULL,0,2,NULL,NULL
m_59078bef32,2024-01-12 00:00:00.0000000,2024-01-14 00:00:00.0000000,2024-01-29 00:00:00.0000000,1,2,17,15
m_59792d7346,2024-01-03 00:00:00.0000000,2024-01-05 00:00:00.0000000,2024-01-15 00:00:00.0000000,1,2,12,10
m_59d67acebe,2024-01-31 00:00:00.0000000,2024-02-02 00:00:00.0000000,NULL,0,2,NULL,NULL
m_59e433c738,2024-01-12 00:00:00.0000000,2024-01-14 00:00:00.0000000,NULL,0,2,NULL,NULL
m_5a0ef6e9ed,2024-01-29 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_5a20b84bcc,2024-02-15 00:00:00.0000000,2024-02-17 00:00:00.0000000,NULL,0,2,NULL,NULL
m_5a2966607f,2024-02-22 00:00:00.0000000,2024-02-24 00:00:00.0000000,NULL,0,2,NULL,NULL
m_5af252200c,2024-02-17 00:00:00.0000000,2024-02-19 00:00:00.0000000,2024-03-02 00:00:00.0000000,1,2,14,12
m_5afbb18ef1,2024-01-10 00:00:00.0000000,2024-01-12 00:00:00.0000000,NULL,0,2,NULL,NULL
m_5b19208fc4,2024-01-19 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_5b35c0b5e8,2024-02-22 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_5c041429a0,2024-02-09 00:00:00.0000000,2024-02-11 00:00:00.0000000,NULL,0,2,NULL,NULL
m_5c54772cb3,2024-01-10 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_5c919b3eab,2024-02-10 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_5cb0b41ff0,2024-02-13 00:00:00.0000000,2024-02-15 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,15,13
m_5cc3b9a968,2024-02-14 00:00:00.0000000,2024-02-16 00:00:00.0000000,NULL,0,2,NULL,NULL
m_5cd001c122,2024-01-17 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_5d2e70eb02,2024-01-22 00:00:00.0000000,2024-01-24 00:00:00.0000000,2024-02-03 00:00:00.0000000,1,2,12,10
m_5d3deb4ebf,2024-01-24 00:00:00.0000000,2024-01-26 00:00:00.0000000,NULL,0,2,NULL,NULL
m_5d529bcad9,2024-02-13 00:00:00.0000000,2024-02-15 00:00:00.0000000,NULL,0,2,NULL,NULL
m_5e7799257d,2024-01-28 00:00:00.0000000,2024-01-30 00:00:00.0000000,2024-02-10 00:00:00.0000000,1,2,13,11
m_5ee85e64fd,2024-01-04 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_5eff2e78b7,2024-02-29 00:00:00.0000000,2024-03-02 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,-1,-3
m_5ff0235905,2024-02-02 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_60af9b2554,2024-01-27 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_612ea50710,2024-02-06 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_614788b43e,2024-01-31 00:00:00.0000000,2024-02-02 00:00:00.0000000,2024-02-14 00:00:00.0000000,1,2,14,12
m_6151937c23,2024-02-26 00:00:00.0000000,2024-02-28 00:00:00.0000000,NULL,0,2,NULL,NULL
m_6172221481,2024-01-20 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_61b5ff8f19,2024-01-31 00:00:00.0000000,2024-02-02 00:00:00.0000000,NULL,0,2,NULL,NULL
m_61b6cd3d64,2024-02-17 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_6205fdb61b,2024-02-21 00:00:00.0000000,2024-02-23 00:00:00.0000000,NULL,0,2,NULL,NULL
m_62ce402988,2024-02-15 00:00:00.0000000,2024-02-17 00:00:00.0000000,NULL,0,2,NULL,NULL
m_63a1b3f639,2024-02-10 00:00:00.0000000,2024-02-12 00:00:00.0000000,NULL,0,2,NULL,NULL
m_63f3a7cfaa,2024-01-01 00:00:00.0000000,2024-01-03 00:00:00.0000000,2024-01-18 00:00:00.0000000,1,2,17,15
m_640753638b,2024-02-04 00:00:00.0000000,2024-02-06 00:00:00.0000000,2024-02-15 00:00:00.0000000,1,2,11,9
m_6410c62ac0,2024-01-18 00:00:00.0000000,2024-01-20 00:00:00.0000000,2024-01-29 00:00:00.0000000,1,2,11,9
m_64355aa980,2024-02-29 00:00:00.0000000,2024-03-02 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,-1,-3
m_6485f0d614,2024-02-16 00:00:00.0000000,2024-02-18 00:00:00.0000000,2024-02-29 00:00:00.0000000,1,2,13,11
m_652a7e8a8f,2024-01-24 00:00:00.0000000,2024-01-26 00:00:00.0000000,NULL,0,2,NULL,NULL
m_653a1a8a3d,2024-01-21 00:00:00.0000000,2024-01-23 00:00:00.0000000,2024-02-29 00:00:00.0000000,1,2,39,37
m_65765aed2c,2024-02-12 00:00:00.0000000,2024-02-14 00:00:00.0000000,NULL,0,2,NULL,NULL
m_65c3e0b150,2024-02-16 00:00:00.0000000,2024-02-18 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,12,10
m_661674c0c0,2024-01-26 00:00:00.0000000,2024-01-28 00:00:00.0000000,2024-02-14 00:00:00.0000000,1,2,19,17
m_661ab8544c,2024-01-02 00:00:00.0000000,2024-01-04 00:00:00.0000000,2024-01-16 00:00:00.0000000,1,2,14,12
m_6630e38e09,2024-01-26 00:00:00.0000000,2024-01-28 00:00:00.0000000,NULL,0,2,NULL,NULL
m_66a94b454d,2024-01-17 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_66d10a9075,2024-02-02 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_66d24572cc,2024-01-14 00:00:00.0000000,2024-01-16 00:00:00.0000000,2024-01-24 00:00:00.0000000,1,2,10,8
m_66e80bba52,2024-01-13 00:00:00.0000000,2024-01-15 00:00:00.0000000,2024-01-21 00:00:00.0000000,1,2,8,6
m_66f80d7256,2024-02-20 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_674316adbd,2024-01-05 00:00:00.0000000,2024-01-07 00:00:00.0000000,2024-01-24 00:00:00.0000000,1,2,19,17
m_67497a0696,2024-01-26 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_67607d7b67,2024-01-30 00:00:00.0000000,2024-02-01 00:00:00.0000000,2024-02-15 00:00:00.0000000,1,2,16,14
m_677a0b5879,2024-01-27 00:00:00.0000000,2024-01-29 00:00:00.0000000,2024-02-12 00:00:00.0000000,1,2,16,14
m_681ab78517,2024-01-12 00:00:00.0000000,2024-01-14 00:00:00.0000000,NULL,0,2,NULL,NULL
m_68c54c4c7b,2024-02-17 00:00:00.0000000,2024-02-19 00:00:00.0000000,NULL,0,2,NULL,NULL
m_68d64cfbb6,2024-01-26 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_68f1d7cd2b,2024-01-18 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_69112f2e56,2024-01-24 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_6961882ad8,2024-02-05 00:00:00.0000000,2024-02-07 00:00:00.0000000,NULL,0,2,NULL,NULL
m_69dd069e8a,2024-02-22 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_6a4f427387,2024-02-04 00:00:00.0000000,2024-02-06 00:00:00.0000000,NULL,0,2,NULL,NULL
m_6a8922f52c,2024-02-03 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_6a985a222c,2024-01-24 00:00:00.0000000,2024-01-26 00:00:00.0000000,2024-02-08 00:00:00.0000000,1,2,15,13
m_6aa1b90585,2024-01-31 00:00:00.0000000,2024-02-02 00:00:00.0000000,NULL,0,2,NULL,NULL
m_6adf2e1889,2024-02-11 00:00:00.0000000,2024-02-13 00:00:00.0000000,NULL,0,2,NULL,NULL
m_6aed2c5cec,2024-01-19 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_6aed2f1bc2,2024-01-18 00:00:00.0000000,2024-01-20 00:00:00.0000000,2024-02-04 00:00:00.0000000,1,2,17,15
m_6c0824bcc8,2024-02-12 00:00:00.0000000,2024-02-14 00:00:00.0000000,NULL,0,2,NULL,NULL
m_6c41c7e460,2024-01-22 00:00:00.0000000,2024-01-24 00:00:00.0000000,NULL,0,2,NULL,NULL
m_6c5e1314fa,2024-02-21 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_6c8da33c57,2024-01-22 00:00:00.0000000,2024-01-24 00:00:00.0000000,2024-02-10 00:00:00.0000000,1,2,19,17
m_6d03123f2b,2024-02-04 00:00:00.0000000,2024-02-06 00:00:00.0000000,NULL,0,2,NULL,NULL
m_6d1b6c2b47,2024-01-09 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_6d70e227e6,2024-02-17 00:00:00.0000000,2024-02-19 00:00:00.0000000,NULL,0,2,NULL,NULL
m_6da18fa087,2024-01-23 00:00:00.0000000,2024-01-25 00:00:00.0000000,NULL,0,2,NULL,NULL
m_6e54106e8a,2024-02-09 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_6ee5b5dfd4,2024-02-23 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_70285871e0,2024-02-26 00:00:00.0000000,2024-02-28 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,2,0
m_7053f46f2e,2024-01-06 00:00:00.0000000,2024-01-08 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,53,51
m_70863806eb,2024-01-23 00:00:00.0000000,2024-01-25 00:00:00.0000000,2024-01-30 00:00:00.0000000,1,2,7,5
m_70b2998001,2024-02-10 00:00:00.0000000,2024-02-12 00:00:00.0000000,2024-02-21 00:00:00.0000000,1,2,11,9
m_70b56d545d,2024-02-14 00:00:00.0000000,2024-02-16 00:00:00.0000000,2024-02-29 00:00:00.0000000,1,2,15,13
m_70ef414429,2024-01-19 00:00:00.0000000,2024-01-21 00:00:00.0000000,2024-02-07 00:00:00.0000000,1,2,19,17
m_710ea96f47,2024-01-01 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_7243af85da,2024-01-22 00:00:00.0000000,2024-01-24 00:00:00.0000000,2024-02-07 00:00:00.0000000,1,2,16,14
m_72932eece9,2024-01-03 00:00:00.0000000,2024-01-05 00:00:00.0000000,2024-01-17 00:00:00.0000000,1,2,14,12
m_729489e917,2024-01-28 00:00:00.0000000,2024-01-30 00:00:00.0000000,2024-02-05 00:00:00.0000000,1,2,8,6
m_72cecfb2ce,2024-02-02 00:00:00.0000000,2024-02-04 00:00:00.0000000,NULL,0,2,NULL,NULL
m_72de4cd20d,2024-02-13 00:00:00.0000000,2024-02-15 00:00:00.0000000,2024-02-26 00:00:00.0000000,1,2,13,11
m_73062da649,2024-01-10 00:00:00.0000000,2024-01-12 00:00:00.0000000,2024-01-20 00:00:00.0000000,1,2,10,8
m_7323dd03b9,2024-01-13 00:00:00.0000000,2024-01-15 00:00:00.0000000,NULL,0,2,NULL,NULL
m_7381cd61b1,2024-02-27 00:00:00.0000000,2024-02-29 00:00:00.0000000,NULL,0,2,NULL,NULL
m_73d8b36703,2024-01-09 00:00:00.0000000,2024-01-11 00:00:00.0000000,2024-01-20 00:00:00.0000000,1,2,11,9
m_7452724447,2024-02-01 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_7477acaa3d,2024-02-09 00:00:00.0000000,2024-02-11 00:00:00.0000000,2024-02-24 00:00:00.0000000,1,2,15,13
m_755abd5e8d,2024-01-17 00:00:00.0000000,2024-01-19 00:00:00.0000000,NULL,0,2,NULL,NULL
m_757792376b,2024-02-28 00:00:00.0000000,2024-03-01 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,0,-2
m_757e118272,2024-02-18 00:00:00.0000000,2024-02-20 00:00:00.0000000,2024-02-25 00:00:00.0000000,1,2,7,5
m_75d0daff2b,2024-01-03 00:00:00.0000000,2024-01-05 00:00:00.0000000,2024-01-21 00:00:00.0000000,1,2,18,16
m_7619409c0c,2024-01-29 00:00:00.0000000,2024-01-31 00:00:00.0000000,2024-02-29 00:00:00.0000000,1,2,31,29
m_7684a8e611,2024-02-19 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_76e363dea3,2024-01-27 00:00:00.0000000,2024-01-29 00:00:00.0000000,NULL,0,2,NULL,NULL
m_76f33fc663,2024-02-20 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_771d35c6c7,2024-02-03 00:00:00.0000000,2024-02-05 00:00:00.0000000,2024-02-16 00:00:00.0000000,1,2,13,11
m_774f91aef3,2024-02-02 00:00:00.0000000,2024-02-04 00:00:00.0000000,NULL,0,2,NULL,NULL
m_776028aaf6,2024-02-24 00:00:00.0000000,2024-02-26 00:00:00.0000000,NULL,0,2,NULL,NULL
m_779132a7ec,2024-02-25 00:00:00.0000000,2024-02-27 00:00:00.0000000,NULL,0,2,NULL,NULL
m_782e6c13e1,2024-02-29 00:00:00.0000000,2024-03-02 00:00:00.0000000,NULL,0,2,NULL,NULL
m_785b902c91,2024-01-02 00:00:00.0000000,2024-01-04 00:00:00.0000000,NULL,0,2,NULL,NULL
m_7902fd912b,2024-01-25 00:00:00.0000000,2024-01-27 00:00:00.0000000,2024-02-04 00:00:00.0000000,1,2,10,8
m_795340fd40,2024-01-15 00:00:00.0000000,2024-01-17 00:00:00.0000000,2024-01-30 00:00:00.0000000,1,2,15,13
m_79e8d26561,2024-01-20 00:00:00.0000000,2024-01-22 00:00:00.0000000,2024-01-27 00:00:00.0000000,1,2,7,5
m_7a0ab9a43b,2024-01-17 00:00:00.0000000,2024-01-19 00:00:00.0000000,2024-01-24 00:00:00.0000000,1,2,7,5
m_7a3d6557ca,2024-01-11 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_7ad6d63f59,2024-02-05 00:00:00.0000000,2024-02-07 00:00:00.0000000,NULL,0,2,NULL,NULL
m_7b0b332148,2024-02-08 00:00:00.0000000,2024-02-10 00:00:00.0000000,2024-02-19 00:00:00.0000000,1,2,11,9
m_7b4d7a2894,2024-02-19 00:00:00.0000000,2024-02-21 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,9,7
m_7c7d2faa9f,2024-01-30 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_7cf231f57f,2024-01-02 00:00:00.0000000,2024-01-04 00:00:00.0000000,2024-01-20 00:00:00.0000000,1,2,18,16
m_7d194318d1,2024-01-12 00:00:00.0000000,2024-01-14 00:00:00.0000000,2024-01-22 00:00:00.0000000,1,2,10,8
m_7ddddf7c98,2024-01-16 00:00:00.0000000,2024-01-18 00:00:00.0000000,2024-01-30 00:00:00.0000000,1,2,14,12
m_7de20245e9,2024-01-22 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_7e882ba60b,2024-02-02 00:00:00.0000000,2024-02-04 00:00:00.0000000,2024-02-17 00:00:00.0000000,1,2,15,13
m_7eeeba7574,2024-02-23 00:00:00.0000000,2024-02-25 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,5,3
