merchant_id,signup_timestamp,first_test_txn_timestamp,first_live_txn_timestamp,is_activated,days_signup_to_test,days_signup_to_live,days_test_to_live
m_7f0123dd7d,2024-01-03 00:00:00.0000000,2024-01-05 00:00:00.0000000,2024-01-22 00:00:00.0000000,1,2,19,17
m_7f7d8e35d9,2024-01-30 00:00:00.0000000,2024-02-01 00:00:00.0000000,2024-02-18 00:00:00.0000000,1,2,19,17
m_7f89edd5d5,2024-01-09 00:00:00.0000000,2024-01-11 00:00:00.0000000,2024-01-27 00:00:00.0000000,1,2,18,16
m_7faa403cea,2024-01-24 00:00:00.0000000,2024-01-26 00:00:00.0000000,2024-02-12 00:00:00.0000000,1,2,19,17
m_8000a710f5,2024-01-26 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_8069042711,2024-01-17 00:00:00.0000000,2024-01-19 00:00:00.0000000,2024-02-03 00:00:00.0000000,1,2,17,15
m_8072e002cd,2024-01-12 00:00:00.0000000,2024-01-14 00:00:00.0000000,2024-01-31 00:00:00.0000000,1,2,19,17
m_80a272248c,2024-02-27 00:00:00.0000000,2024-02-29 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,1,-1
m_80ace90443,2024-02-20 00:00:00.0000000,2024-02-22 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,8,6
m_80e637d6a7,2024-02-22 00:00:00.0000000,2024-02-24 00:00:00.0000000,NULL,0,2,NULL,NULL
m_80f4d2f92a,2024-02-24 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_8118a3d422,2024-02-02 00:00:00.0000000,2024-02-04 00:00:00.0000000,2024-02-21 00:00:00.0000000,1,2,19,17
m_81efeda3e4,2024-01-25 00:00:00.0000000,2024-01-27 00:00:00.0000000,2024-02-05 00:00:00.0000000,1,2,11,9
m_823631e4b9,2024-02-18 00:00:00.0000000,2024-02-20 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,10,8
m_835a1d4c4a,2024-01-11 00:00:00.0000000,2024-01-13 00:00:00.0000000,NULL,0,2,NULL,NULL
m_83b9b73b68,2024-02-01 00:00:00.0000000,2024-02-03 00:00:00.0000000,NULL,0,2,NULL,NULL
m_83c7759db1,2024-01-12 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_83f2a0659c,2024-02-14 00:00:00.0000000,2024-02-16 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,14,12
m_8427c1f366,2024-01-23 00:00:00.0000000,2024-01-25 00:00:00.0000000,NULL,0,2,NULL,NULL
m_842c3a84a3,2024-01-02 00:00:00.0000000,2024-01-04 00:00:00.0000000,2024-01-21 00:00:00.0000000,1,2,19,17
m_8441a4d915,2024-01-12 00:00:00.0000000,2024-01-14 00:00:00.0000000,NULL,0,2,NULL,NULL
m_8450ac37b4,2024-02-27 00:00:00.0000000,2024-02-29 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,1,-1
m_85083dd0f0,2024-02-04 00:00:00.0000000,2024-02-06 00:00:00.0000000,2024-02-19 00:00:00.0000000,1,2,15,13
m_85602c8cee,2024-02-02 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_865d3bb2d5,2024-02-12 00:00:00.0000000,2024-02-14 00:00:00.0000000,NULL,0,2,NULL,NULL
m_86b6fa20d7,2024-02-01 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_86d2b3afe8,2024-01-29 00:00:00.0000000,2024-01-31 00:00:00.0000000,NULL,0,2,NULL,NULL
m_87132165b0,2024-02-20 00:00:00.0000000,2024-02-22 00:00:00.0000000,NULL,0,2,NULL,NULL
m_8733af3708,2024-02-15 00:00:00.0000000,2024-02-17 00:00:00.0000000,NULL,0,2,NULL,NULL
m_874b26546c,2024-02-28 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_879aa4758c,2024-01-10 00:00:00.0000000,2024-01-12 00:00:00.0000000,2024-01-26 00:00:00.0000000,1,2,16,14
m_87be9b1af6,2024-02-14 00:00:00.0000000,2024-02-16 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,14,12
m_88a3907415,2024-01-15 00:00:00.0000000,2024-01-17 00:00:00.0000000,NULL,0,2,NULL,NULL
m_8974c835c0,2024-02-08 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_898ded2410,2024-01-16 00:00:00.0000000,2024-01-18 00:00:00.0000000,2024-01-31 00:00:00.0000000,1,2,15,13
m_89aba4b8a9,2024-02-18 00:00:00.0000000,2024-02-20 00:00:00.0000000,NULL,0,2,NULL,NULL
m_89c155e3ed,2024-02-06 00:00:00.0000000,2024-02-08 00:00:00.0000000,NULL,0,2,NULL,NULL
m_89c8ac284c,2024-02-27 00:00:00.0000000,2024-02-29 00:00:00.0000000,NULL,0,2,NULL,NULL
m_8a19a2f57a,2024-01-15 00:00:00.0000000,2024-01-17 00:00:00.0000000,2024-01-26 00:00:00.0000000,1,2,11,9
m_8ae2078642,2024-02-26 00:00:00.0000000,2024-02-28 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,2,0
m_8b0345cb4b,2024-02-04 00:00:00.0000000,2024-02-06 00:00:00.0000000,NULL,0,2,NULL,NULL
m_8b230dc17b,2024-01-22 00:00:00.0000000,2024-01-24 00:00:00.0000000,NULL,0,2,NULL,NULL
m_8b7dfc029d,2024-01-09 00:00:00.0000000,2024-01-11 00:00:00.0000000,NULL,0,2,NULL,NULL
m_8b988d81c0,2024-02-14 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_8ba4a957e5,2024-02-28 00:00:00.0000000,2024-03-01 00:00:00.0000000,NULL,0,2,NULL,NULL
m_8c32b1dade,2024-01-05 00:00:00.0000000,2024-01-07 00:00:00.0000000,NULL,0,2,NULL,NULL
m_8c47af6e7d,2024-02-15 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_8d7f4ef003,2024-02-02 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_8da4c18fe0,2024-02-07 00:00:00.0000000,2024-02-09 00:00:00.0000000,2024-02-15 00:00:00.0000000,1,2,8,6
m_8dfaae8206,2024-02-05 00:00:00.0000000,2024-02-07 00:00:00.0000000,2024-02-13 00:00:00.0000000,1,2,8,6
m_8e03759679,2024-02-16 00:00:00.0000000,2024-02-18 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,12,10
m_8e72acadfe,2024-02-15 00:00:00.0000000,2024-02-17 00:00:00.0000000,2024-02-23 00:00:00.0000000,1,2,8,6
m_8e7665c66f,2024-01-16 00:00:00.0000000,2024-01-18 00:00:00.0000000,NULL,0,2,NULL,NULL
m_8e93e938bd,2024-02-17 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_8ea0fd18f2,2024-02-17 00:00:00.0000000,2024-02-19 00:00:00.0000000,2024-02-24 00:00:00.0000000,1,2,7,5
m_8eae277ea1,2024-01-13 00:00:00.0000000,2024-01-15 00:00:00.0000000,NULL,0,2,NULL,NULL
m_8f2bbc2a61,2024-02-04 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_8f52ee4bb0,2024-02-04 00:00:00.0000000,2024-02-06 00:00:00.0000000,2024-02-15 00:00:00.0000000,1,2,11,9
m_8f8863c047,2024-01-21 00:00:00.0000000,2024-01-23 00:00:00.0000000,2024-02-06 00:00:00.0000000,1,2,16,14
m_8fd9fd041b,2024-02-13 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_901fd73754,2024-01-26 00:00:00.0000000,2024-01-28 00:00:00.0000000,NULL,0,2,NULL,NULL
m_90203a4037,2024-02-01 00:00:00.0000000,2024-02-03 00:00:00.0000000,2024-02-16 00:00:00.0000000,1,2,15,13
m_90b3df7a8a,2024-01-04 00:00:00.0000000,2024-01-06 00:00:00.0000000,2024-01-19 00:00:00.0000000,1,2,15,13
m_90b4fd15c7,2024-02-01 00:00:00.0000000,2024-02-03 00:00:00.0000000,NULL,0,2,NULL,NULL
m_90de9e30d9,2024-02-10 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_9112550cdc,2024-01-23 00:00:00.0000000,2024-01-25 00:00:00.0000000,2024-02-09 00:00:00.0000000,1,2,17,15
m_91f24ed4ef,2024-01-02 00:00:00.0000000,2024-01-04 00:00:00.0000000,NULL,0,2,NULL,NULL
m_9213804792,2024-02-23 00:00:00.0000000,2024-02-25 00:00:00.0000000,2024-03-04 00:00:00.0000000,1,2,10,8
m_9214d93262,2024-01-21 00:00:00.0000000,2024-01-23 00:00:00.0000000,NULL,0,2,NULL,NULL
m_92486d9b26,2024-02-12 00:00:00.0000000,2024-02-14 00:00:00.0000000,NULL,0,2,NULL,NULL
m_92ec3c0811,2024-02-03 00:00:00.0000000,2024-02-05 00:00:00.0000000,2024-02-19 00:00:00.0000000,1,2,16,14
m_93e952436e,2024-01-27 00:00:00.0000000,2024-01-29 00:00:00.0000000,NULL,0,2,NULL,NULL
m_9432f62506,2024-01-20 00:00:00.0000000,2024-01-22 00:00:00.0000000,2024-01-28 00:00:00.0000000,1,2,8,6
m_9453bf15a4,2024-02-29 00:00:00.0000000,2024-03-02 00:00:00.0000000,NULL,0,2,NULL,NULL
m_94d4281388,2024-02-02 00:00:00.0000000,2024-02-04 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,26,24
m_955ef28d6b,2024-01-28 00:00:00.0000000,2024-01-30 00:00:00.0000000,2024-02-04 00:00:00.0000000,1,2,7,5
m_95875b7311,2024-01-05 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_962a79c87c,2024-01-08 00:00:00.0000000,2024-01-10 00:00:00.0000000,NULL,0,2,NULL,NULL
m_96c5e30bbf,2024-02-04 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_96c5f9e74b,2024-01-19 00:00:00.0000000,2024-01-21 00:00:00.0000000,NULL,0,2,NULL,NULL
m_96f967078e,2024-02-16 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_972c3b19a0,2024-02-06 00:00:00.0000000,2024-02-08 00:00:00.0000000,NULL,0,2,NULL,NULL
m_97c26bb570,2024-01-23 00:00:00.0000000,2024-01-25 00:00:00.0000000,NULL,0,2,NULL,NULL
m_98212f2404,2024-02-08 00:00:00.0000000,2024-02-10 00:00:00.0000000,2024-02-24 00:00:00.0000000,1,2,16,14
m_98a7c5ce4f,2024-01-27 00:00:00.0000000,2024-01-29 00:00:00.0000000,2024-02-09 00:00:00.0000000,1,2,13,11
m_98d536a727,2024-02-04 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_990a8f98b1,2024-01-02 00:00:00.0000000,2024-01-04 00:00:00.0000000,2024-01-10 00:00:00.0000000,1,2,8,6
m_9934f53be6,2024-01-26 00:00:00.0000000,2024-01-28 00:00:00.0000000,2024-02-02 00:00:00.0000000,1,2,7,5
m_99814a7f24,2024-02-22 00:00:00.0000000,2024-02-24 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,6,4
m_9994bb0a3a,2024-02-01 00:00:00.0000000,2024-02-03 00:00:00.0000000,NULL,0,2,NULL,NULL
m_9a2353b479,2024-01-28 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_9b205603cb,2024-01-11 00:00:00.0000000,2024-01-13 00:00:00.0000000,2024-01-19 00:00:00.0000000,1,2,8,6
m_9b9c2ffe5e,2024-02-29 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_9bf28711c7,2024-01-24 00:00:00.0000000,2024-01-26 00:00:00.0000000,2024-02-08 00:00:00.0000000,1,2,15,13
m_9bf727197f,2024-02-26 00:00:00.0000000,2024-02-28 00:00:00.0000000,NULL,0,2,NULL,NULL
m_9ca8168236,2024-01-07 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_9ccd8e2b37,2024-02-21 00:00:00.0000000,2024-02-23 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,7,5
m_9d43863046,2024-01-23 00:00:00.0000000,2024-01-25 00:00:00.0000000,2024-02-05 00:00:00.0000000,1,2,13,11
m_9dafa16a2f,2024-01-25 00:00:00.0000000,2024-01-27 00:00:00.0000000,2024-02-02 00:00:00.0000000,1,2,8,6
m_9df29d0bd1,2024-01-17 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_9e26a1d45a,2024-01-15 00:00:00.0000000,2024-01-17 00:00:00.0000000,NULL,0,2,NULL,NULL
m_9e60d8ee82,2024-02-04 00:00:00.0000000,2024-02-06 00:00:00.0000000,2024-02-13 00:00:00.0000000,1,2,9,7
m_9e66493f21,2024-01-24 00:00:00.0000000,2024-01-26 00:00:00.0000000,NULL,0,2,NULL,NULL
m_9ea160ff97,2024-02-07 00:00:00.0000000,2024-02-09 00:00:00.0000000,NULL,0,2,NULL,NULL
m_9f0e865230,2024-02-21 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_9f43e91f79,2024-01-18 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_9fd2c103fb,2024-01-11 00:00:00.0000000,2024-01-13 00:00:00.0000000,2024-01-26 00:00:00.0000000,1,2,15,13
m_9fe1a0e869,2024-02-17 00:00:00.0000000,2024-02-19 00:00:00.0000000,NULL,0,2,NULL,NULL
m_9ff8bc491d,2024-02-13 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_a00efee82f,2024-01-11 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_a0ecbb09ce,2024-02-02 00:00:00.0000000,2024-02-04 00:00:00.0000000,2024-02-12 00:00:00.0000000,1,2,10,8
m_a0fb1203a8,2024-02-06 00:00:00.0000000,2024-02-08 00:00:00.0000000,NULL,0,2,NULL,NULL
m_a167ed79d5,2024-02-14 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_a23a270283,2024-02-05 00:00:00.0000000,2024-02-07 00:00:00.0000000,NULL,0,2,NULL,NULL
m_a2e3907623,2024-02-29 00:00:00.0000000,2024-03-02 00:00:00.0000000,2024-03-15 00:00:00.0000000,1,2,15,13
m_a33211b01f,2024-02-13 00:00:00.0000000,2024-02-15 00:00:00.0000000,NULL,0,2,NULL,NULL
m_a382c9a40c,2024-02-18 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_a3e0ff643c,2024-01-01 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_a3f28b609e,2024-02-03 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_a44445d690,2024-01-19 00:00:00.0000000,2024-01-21 00:00:00.0000000,2024-01-31 00:00:00.0000000,1,2,12,10
m_a4cb633421,2024-01-21 00:00:00.0000000,2024-01-23 00:00:00.0000000,2024-02-01 00:00:00.0000000,1,2,11,9
m_a4de45f48a,2024-02-28 00:00:00.0000000,2024-03-01 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,0,-2
m_a4ea3e63f9,2024-02-14 00:00:00.0000000,2024-02-16 00:00:00.0000000,NULL,0,2,NULL,NULL
m_a52d574a55,2024-01-17 00:00:00.0000000,2024-01-19 00:00:00.0000000,NULL,0,2,NULL,NULL
m_a5321f2652,2024-01-30 00:00:00.0000000,2024-02-01 00:00:00.0000000,2024-02-15 00:00:00.0000000,1,2,16,14
m_a642533d25,2024-01-26 00:00:00.0000000,2024-01-28 00:00:00.0000000,2024-02-02 00:00:00.0000000,1,2,7,5
m_a65d049a77,2024-02-10 00:00:00.0000000,2024-02-12 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,18,16
m_a6999e29e6,2024-02-11 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_a7201d3654,2024-01-28 00:00:00.0000000,2024-01-30 00:00:00.0000000,2024-02-04 00:00:00.0000000,1,2,7,5
m_a766f54c17,2024-02-23 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_a7948f41f1,2024-01-03 00:00:00.0000000,2024-01-05 00:00:00.0000000,2024-01-10 00:00:00.0000000,1,2,7,5
m_a7a62a2cd5,2024-02-29 00:00:00.0000000,2024-03-02 00:00:00.0000000,NULL,0,2,NULL,NULL
m_a7db056b1d,2024-01-30 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_a818e9dbf5,2024-01-12 00:00:00.0000000,2024-01-14 00:00:00.0000000,NULL,0,2,NULL,NULL
m_a86e4162cb,2024-01-24 00:00:00.0000000,2024-01-26 00:00:00.0000000,2024-02-02 00:00:00.0000000,1,2,9,7
m_a8abebb787,2024-02-21 00:00:00.0000000,2024-02-23 00:00:00.0000000,NULL,0,2,NULL,NULL
m_a9535b07e7,2024-02-14 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_aa052e5b6f,2024-01-02 00:00:00.0000000,2024-01-04 00:00:00.0000000,2024-01-18 00:00:00.0000000,1,2,16,14
m_aa99f091bc,2024-02-09 00:00:00.0000000,2024-02-11 00:00:00.0000000,2024-02-16 00:00:00.0000000,1,2,7,5
m_aa9beef584,2024-02-23 00:00:00.0000000,2024-02-25 00:00:00.0000000,2024-02-29 00:00:00.0000000,1,2,6,4
m_aaefedc9e5,2024-01-17 00:00:00.0000000,2024-01-19 00:00:00.0000000,NULL,0,2,NULL,NULL
m_ab1b165aac,2024-01-11 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_ab32329de2,2024-02-11 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_ab8dab403e,2024-02-01 00:00:00.0000000,2024-02-03 00:00:00.0000000,NULL,0,2,NULL,NULL
m_abf09afec7,2024-02-20 00:00:00.0000000,2024-02-22 00:00:00.0000000,NULL,0,2,NULL,NULL
m_ac0eb786e0,2024-01-04 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_ad1073e1b6,2024-01-25 00:00:00.0000000,2024-01-27 00:00:00.0000000,NULL,0,2,NULL,NULL
m_ad7ac00fca,2024-02-29 00:00:00.0000000,2024-03-02 00:00:00.0000000,NULL,0,2,NULL,NULL
m_ada8a2ef14,2024-01-27 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_ae0b139f35,2024-02-19 00:00:00.0000000,2024-02-21 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,9,7
m_ae0f14ce27,2024-01-07 00:00:00.0000000,2024-01-09 00:00:00.0000000,2024-01-18 00:00:00.0000000,1,2,11,9
m_ae7828a4bc,2024-01-23 00:00:00.0000000,2024-01-25 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,36,34
m_aea08a10c1,2024-02-17 00:00:00.0000000,2024-02-19 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,11,9
m_aea6e2e37b,2024-02-04 00:00:00.0000000,2024-02-06 00:00:00.0000000,2024-02-22 00:00:00.0000000,1,2,18,16
m_aea8db7f13,2024-02-09 00:00:00.0000000,2024-02-11 00:00:00.0000000,NULL,0,2,NULL,NULL
m_aeb7dfe344,2024-01-25 00:00:00.0000000,2024-01-27 00:00:00.0000000,NULL,0,2,NULL,NULL
m_aebad89e92,2024-01-24 00:00:00.0000000,2024-01-26 00:00:00.0000000,2024-02-10 00:00:00.0000000,1,2,17,15
m_aee406d367,2024-02-04 00:00:00.0000000,2024-02-06 00:00:00.0000000,2024-02-23 00:00:00.0000000,1,2,19,17
m_aef8f92b52,2024-02-18 00:00:00.0000000,2024-02-20 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,10,8
m_af105d17e0,2024-02-24 00:00:00.0000000,2024-02-26 00:00:00.0000000,2024-03-01 00:00:00.0000000,1,2,6,4
m_afc4334094,2024-02-18 00:00:00.0000000,2024-02-20 00:00:00.0000000,2024-03-02 00:00:00.0000000,1,2,13,11
m_afc8dce618,2024-02-27 00:00:00.0000000,2024-02-29 00:00:00.0000000,2024-02-29 00:00:00.0000000,1,2,2,0
m_afdadda8e4,2024-02-11 00:00:00.0000000,2024-02-13 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,17,15
m_b0ba9a23c9,2024-02-18 00:00:00.0000000,2024-02-20 00:00:00.0000000,2024-02-25 00:00:00.0000000,1,2,7,5
m_b0e9528736,2024-02-25 00:00:00.0000000,2024-02-27 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,3,1
m_b162d7573c,2024-01-29 00:00:00.0000000,2024-01-31 00:00:00.0000000,2024-02-07 00:00:00.0000000,1,2,9,7
m_b22e58fcaf,2024-01-08 00:00:00.0000000,2024-01-10 00:00:00.0000000,2024-01-24 00:00:00.0000000,1,2,16,14
m_b2800c20f2,2024-02-04 00:00:00.0000000,2024-02-06 00:00:00.0000000,NULL,0,2,NULL,NULL
m_b2850e4c16,2024-02-06 00:00:00.0000000,2024-02-08 00:00:00.0000000,NULL,0,2,NULL,NULL
m_b3b2c91d06,2024-01-30 00:00:00.0000000,2024-02-01 00:00:00.0000000,2024-02-18 00:00:00.0000000,1,2,19,17
m_b40003448e,2024-02-18 00:00:00.0000000,2024-02-20 00:00:00.0000000,NULL,0,2,NULL,NULL
m_b45f7025eb,2024-02-28 00:00:00.0000000,2024-03-01 00:00:00.0000000,NULL,0,2,NULL,NULL
m_b48c38c55d,2024-01-08 00:00:00.0000000,2024-01-10 00:00:00.0000000,2024-03-03 00:00:00.0000000,1,2,55,53
m_b4f0f5cbdd,2024-02-02 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_b5a12bcd37,2024-01-25 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_b5a9b5bd73,2024-02-26 00:00:00.0000000,2024-02-28 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,2,0
m_b5ea0c78a5,2024-02-21 00:00:00.0000000,2024-02-23 00:00:00.0000000,NULL,0,2,NULL,NULL
m_b661bb9370,2024-02-12 00:00:00.0000000,2024-02-14 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,16,14
m_b6c5ec39ef,2024-01-18 00:00:00.0000000,2024-01-20 00:00:00.0000000,2024-01-31 00:00:00.0000000,1,2,13,11
m_b745c60d28,2024-01-29 00:00:00.0000000,2024-01-31 00:00:00.0000000,NULL,0,2,NULL,NULL
m_b77ed03293,2024-02-08 00:00:00.0000000,2024-02-10 00:00:00.0000000,NULL,0,2,NULL,NULL
m_b7ac5cd0d4,2024-01-03 00:00:00.0000000,2024-01-05 00:00:00.0000000,NULL,0,2,NULL,NULL
m_b824b200b5,2024-02-08 00:00:00.0000000,2024-02-10 00:00:00.0000000,2024-02-25 00:00:00.0000000,1,2,17,15
m_b8acb01b01,2024-02-13 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_b8cc216520,2024-01-24 00:00:00.0000000,2024-01-26 00:00:00.0000000,2024-02-12 00:00:00.0000000,1,2,19,17
m_b8d3e2a538,2024-01-22 00:00:00.0000000,2024-01-24 00:00:00.0000000,2024-02-07 00:00:00.0000000,1,2,16,14
m_b92e85bfab,2024-02-19 00:00:00.0000000,2024-02-21 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,9,7
m_b953dac151,2024-02-28 00:00:00.0000000,2024-03-01 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,0,-2
m_b97ad0826f,2024-01-18 00:00:00.0000000,2024-01-20 00:00:00.0000000,2024-02-02 00:00:00.0000000,1,2,15,13
m_ba01ea8637,2024-01-01 00:00:00.0000000,2024-01-03 00:00:00.0000000,NULL,0,2,NULL,NULL
m_ba4896a688,2024-01-26 00:00:00.0000000,2024-01-28 00:00:00.0000000,2024-02-02 00:00:00.0000000,1,2,7,5
m_bb135e7de4,2024-02-11 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_bba19d84a4,2024-01-23 00:00:00.0000000,2024-01-25 00:00:00.0000000,NULL,0,2,NULL,NULL
m_bbca084bbc,2024-02-24 00:00:00.0000000,2024-02-26 00:00:00.0000000,NULL,0,2,NULL,NULL
m_bd3c8a12a0,2024-02-13 00:00:00.0000000,2024-02-15 00:00:00.0000000,NULL,0,2,NULL,NULL
m_bd4ab71913,2024-02-18 00:00:00.0000000,2024-02-20 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,10,8
m_bdcbc0ef5d,2024-02-27 00:00:00.0000000,2024-02-29 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,1,-1
m_bde56d0a33,2024-02-21 00:00:00.0000000,2024-02-23 00:00:00.0000000,NULL,0,2,NULL,NULL
