merchant_id,signup_timestamp,first_test_txn_timestamp,first_live_txn_timestamp,is_activated,days_signup_to_test,days_signup_to_live,days_test_to_live
m_bea24d6e34,2024-01-14 00:00:00.0000000,2024-01-16 00:00:00.0000000,2024-01-25 00:00:00.0000000,1,2,11,9
m_bf3a7a2c1b,2024-02-09 00:00:00.0000000,2024-02-11 00:00:00.0000000,NULL,0,2,NULL,NULL
m_bf9c78ca9f,2024-02-08 00:00:00.0000000,2024-02-10 00:00:00.0000000,NULL,0,2,NULL,NULL
m_c0078c079b,2024-02-26 00:00:00.0000000,2024-02-28 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,2,0
m_c00e07a77b,2024-01-28 00:00:00.0000000,2024-01-30 00:00:00.0000000,2024-02-10 00:00:00.0000000,1,2,13,11
m_c05d83807d,2024-02-21 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_c0ddf20c04,2024-02-15 00:00:00.0000000,2024-02-17 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,13,11
m_c116ceb88d,2024-02-08 00:00:00.0000000,2024-02-10 00:00:00.0000000,2024-02-20 00:00:00.0000000,1,2,12,10
m_c21c0ce176,2024-02-08 00:00:00.0000000,2024-02-10 00:00:00.0000000,2024-02-26 00:00:00.0000000,1,2,18,16
m_c345e32e5a,2024-02-07 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_c35fa88271,2024-01-21 00:00:00.0000000,2024-01-23 00:00:00.0000000,NULL,0,2,NULL,NULL
m_c39ad39100,2024-02-04 00:00:00.0000000,2024-02-06 00:00:00.0000000,2024-02-11 00:00:00.0000000,1,2,7,5
m_c3c52690a4,2024-01-03 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_c3cad3331d,2024-01-20 00:00:00.0000000,2024-01-22 00:00:00.0000000,NULL,0,2,NULL,NULL
m_c4558f2fda,2024-01-01 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_c4a0a4c100,2024-02-25 00:00:00.0000000,2024-02-27 00:00:00.0000000,NULL,0,2,NULL,NULL
m_c4a3191b2c,2024-01-28 00:00:00.0000000,2024-01-30 00:00:00.0000000,NULL,0,2,NULL,NULL
m_c4a6136686,2024-02-23 00:00:00.0000000,2024-02-25 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,5,3
m_c4f3e8d67c,2024-01-29 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_c4f40d06fe,2024-02-11 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_c50752c2e0,2024-01-15 00:00:00.0000000,2024-01-17 00:00:00.0000000,NULL,0,2,NULL,NULL
m_c57ae6c452,2024-02-18 00:00:00.0000000,2024-02-20 00:00:00.0000000,2024-02-29 00:00:00.0000000,1,2,11,9
m_c5c85a8466,2024-01-28 00:00:00.0000000,2024-01-30 00:00:00.0000000,NULL,0,2,NULL,NULL
m_c629cab247,2024-02-24 00:00:00.0000000,2024-02-26 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,4,2
m_c68c9f18a3,2024-02-14 00:00:00.0000000,2024-02-16 00:00:00.0000000,2024-02-24 00:00:00.0000000,1,2,10,8
m_c741fbba85,2024-02-06 00:00:00.0000000,2024-02-08 00:00:00.0000000,2024-02-21 00:00:00.0000000,1,2,15,13
m_c77ed6a27c,2024-02-11 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_c7d2b31e16,2024-01-01 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_c7e8c5391e,2024-01-12 00:00:00.0000000,2024-01-14 00:00:00.0000000,NULL,0,2,NULL,NULL
m_c7f6f46991,2024-02-02 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_c82d29a5d7,2024-01-10 00:00:00.0000000,2024-01-12 00:00:00.0000000,2024-01-29 00:00:00.0000000,1,2,19,17
m_c880ef91d0,2024-02-08 00:00:00.0000000,2024-02-10 00:00:00.0000000,NULL,0,2,NULL,NULL
m_c8ad1fb749,2024-02-08 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_c8c609aed6,2024-01-14 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_c9896b9dda,2024-02-21 00:00:00.0000000,2024-02-23 00:00:00.0000000,NULL,0,2,NULL,NULL
m_c990ed76d9,2024-01-05 00:00:00.0000000,2024-01-07 00:00:00.0000000,2024-01-15 00:00:00.0000000,1,2,10,8
m_c9b9785d32,2024-02-13 00:00:00.0000000,2024-02-15 00:00:00.0000000,NULL,0,2,NULL,NULL
m_ca464e89fe,2024-02-11 00:00:00.0000000,2024-02-13 00:00:00.0000000,NULL,0,2,NULL,NULL
m_cb634384f0,2024-02-02 00:00:00.0000000,2024-02-04 00:00:00.0000000,NULL,0,2,NULL,NULL
m_cbb189b323,2024-02-23 00:00:00.0000000,2024-02-25 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,5,3
m_cc5fcf029f,2024-02-12 00:00:00.0000000,2024-02-14 00:00:00.0000000,NULL,0,2,NULL,NULL
m_ccd2657d70,2024-01-06 00:00:00.0000000,2024-01-08 00:00:00.0000000,NULL,0,2,NULL,NULL
m_cd11f556e1,2024-01-10 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_cd838fc3bc,2024-01-01 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_cde0e25b7a,2024-01-17 00:00:00.0000000,2024-01-19 00:00:00.0000000,2024-01-24 00:00:00.0000000,1,2,7,5
m_ce35229458,2024-02-09 00:00:00.0000000,2024-02-11 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,19,17
m_ce39473197,2024-01-05 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_ce9b091606,2024-02-29 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_ced3fdd40f,2024-02-02 00:00:00.0000000,2024-02-04 00:00:00.0000000,2024-02-14 00:00:00.0000000,1,2,12,10
m_cee18748c2,2024-01-14 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_cf1bb59701,2024-02-23 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_cfaad15ce5,2024-01-06 00:00:00.0000000,2024-01-08 00:00:00.0000000,2024-01-17 00:00:00.0000000,1,2,11,9
m_d01b7c6e94,2024-02-05 00:00:00.0000000,2024-02-07 00:00:00.0000000,2024-02-18 00:00:00.0000000,1,2,13,11
m_d04f3054ae,2024-02-20 00:00:00.0000000,2024-02-22 00:00:00.0000000,NULL,0,2,NULL,NULL
m_d057b239bc,2024-01-16 00:00:00.0000000,2024-01-18 00:00:00.0000000,2024-02-01 00:00:00.0000000,1,2,16,14
m_d06f0a4803,2024-02-16 00:00:00.0000000,2024-02-18 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,12,10
m_d0c2795faa,2024-01-16 00:00:00.0000000,2024-01-18 00:00:00.0000000,2024-01-30 00:00:00.0000000,1,2,14,12
m_d188dc5a09,2024-02-05 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_d23e74626e,2024-02-23 00:00:00.0000000,2024-02-25 00:00:00.0000000,NULL,0,2,NULL,NULL
m_d2864589de,2024-02-10 00:00:00.0000000,2024-02-12 00:00:00.0000000,2024-02-25 00:00:00.0000000,1,2,15,13
m_d2976a6dde,2024-02-04 00:00:00.0000000,2024-02-06 00:00:00.0000000,NULL,0,2,NULL,NULL
m_d3908726c1,2024-01-23 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_d42077fb9d,2024-01-28 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_d47303d417,2024-01-23 00:00:00.0000000,2024-01-25 00:00:00.0000000,2024-01-30 00:00:00.0000000,1,2,7,5
m_d481643ac8,2024-01-16 00:00:00.0000000,2024-01-18 00:00:00.0000000,NULL,0,2,NULL,NULL
m_d4886c2660,2024-01-09 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_d4b11e61e6,2024-01-09 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_d4e8d2212a,2024-01-08 00:00:00.0000000,2024-01-10 00:00:00.0000000,2024-01-27 00:00:00.0000000,1,2,19,17
m_d5185d042c,2024-01-12 00:00:00.0000000,2024-01-14 00:00:00.0000000,2024-01-29 00:00:00.0000000,1,2,17,15
m_d5d3c39acf,2024-01-22 00:00:00.0000000,2024-01-24 00:00:00.0000000,NULL,0,2,NULL,NULL
m_d5d9830a3c,2024-01-28 00:00:00.0000000,2024-01-30 00:00:00.0000000,NULL,0,2,NULL,NULL
m_d65103c8c7,2024-01-07 00:00:00.0000000,2024-01-09 00:00:00.0000000,2024-01-16 00:00:00.0000000,1,2,9,7
m_d6beb00e5d,2024-02-28 00:00:00.0000000,2024-03-01 00:00:00.0000000,NULL,0,2,NULL,NULL
m_d6ed37905e,2024-01-31 00:00:00.0000000,2024-02-02 00:00:00.0000000,NULL,0,2,NULL,NULL
m_d7206fb2c2,2024-01-31 00:00:00.0000000,2024-02-02 00:00:00.0000000,2024-02-07 00:00:00.0000000,1,2,7,5
m_d793fd594b,2024-02-06 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_d7a431dee9,2024-02-25 00:00:00.0000000,2024-02-27 00:00:00.0000000,NULL,0,2,NULL,NULL
m_d7b5593d5b,2024-01-19 00:00:00.0000000,2024-01-21 00:00:00.0000000,NULL,0,2,NULL,NULL
m_d7fb26fe02,2024-01-03 00:00:00.0000000,2024-01-05 00:00:00.0000000,2024-02-29 00:00:00.0000000,1,2,57,55
m_d84e23cfe4,2024-01-16 00:00:00.0000000,2024-01-18 00:00:00.0000000,NULL,0,2,NULL,NULL
m_d86aa52afb,2024-02-21 00:00:00.0000000,2024-02-23 00:00:00.0000000,NULL,0,2,NULL,NULL
m_d8cc7789e3,2024-01-26 00:00:00.0000000,2024-01-28 00:00:00.0000000,NULL,0,2,NULL,NULL
m_d926a4e4b8,2024-02-22 00:00:00.0000000,2024-02-24 00:00:00.0000000,2024-02-29 00:00:00.0000000,1,2,7,5
m_d99f6e6fb3,2024-02-06 00:00:00.0000000,2024-02-08 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,22,20
m_da065a694d,2024-01-13 00:00:00.0000000,2024-01-15 00:00:00.0000000,2024-01-30 00:00:00.0000000,1,2,17,15
m_da52fe880f,2024-01-01 00:00:00.0000000,2024-01-03 00:00:00.0000000,NULL,0,2,NULL,NULL
m_da5e30a8a7,2024-02-28 00:00:00.0000000,2024-03-01 00:00:00.0000000,NULL,0,2,NULL,NULL
m_db20d821c3,2024-01-03 00:00:00.0000000,2024-01-05 00:00:00.0000000,NULL,0,2,NULL,NULL
m_db53c471e6,2024-01-03 00:00:00.0000000,2024-01-05 00:00:00.0000000,NULL,0,2,NULL,NULL
m_db8eb5fb94,2024-01-11 00:00:00.0000000,2024-01-13 00:00:00.0000000,NULL,0,2,NULL,NULL
m_dc7fb105b3,2024-02-01 00:00:00.0000000,2024-02-03 00:00:00.0000000,2024-02-11 00:00:00.0000000,1,2,10,8
m_dca74c9179,2024-01-25 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_dcc3f47e35,2024-02-25 00:00:00.0000000,2024-02-27 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,3,1
m_dd2719a247,2024-01-12 00:00:00.0000000,2024-01-14 00:00:00.0000000,2024-03-02 00:00:00.0000000,1,2,50,48
m_dd2a3aa7b7,2024-01-04 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_dd98fdf0c2,2024-02-27 00:00:00.0000000,2024-02-29 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,1,-1
m_dda63e3c5d,2024-02-05 00:00:00.0000000,2024-02-07 00:00:00.0000000,2024-02-23 00:00:00.0000000,1,2,18,16
m_ddf2807eab,2024-01-25 00:00:00.0000000,2024-01-27 00:00:00.0000000,2024-02-02 00:00:00.0000000,1,2,8,6
m_de1b76f721,2024-01-28 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_de71462a6a,2024-02-29 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_df85a5c16c,2024-01-26 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_df864e5208,2024-01-15 00:00:00.0000000,2024-01-17 00:00:00.0000000,2024-02-01 00:00:00.0000000,1,2,17,15
m_dfba1b9294,2024-01-07 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_dfeac43605,2024-02-28 00:00:00.0000000,2024-03-01 00:00:00.0000000,NULL,0,2,NULL,NULL
m_e017c65d68,2024-01-13 00:00:00.0000000,2024-01-15 00:00:00.0000000,NULL,0,2,NULL,NULL
m_e019f14d80,2024-02-07 00:00:00.0000000,2024-02-09 00:00:00.0000000,NULL,0,2,NULL,NULL
m_e093912b8d,2024-02-29 00:00:00.0000000,2024-03-02 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,-1,-3
m_e127552112,2024-01-26 00:00:00.0000000,2024-01-28 00:00:00.0000000,NULL,0,2,NULL,NULL
m_e12f461842,2024-01-15 00:00:00.0000000,2024-01-17 00:00:00.0000000,2024-01-23 00:00:00.0000000,1,2,8,6
m_e18f08fe9a,2024-02-17 00:00:00.0000000,2024-02-19 00:00:00.0000000,NULL,0,2,NULL,NULL
m_e1bbce3343,2024-01-24 00:00:00.0000000,2024-01-26 00:00:00.0000000,NULL,0,2,NULL,NULL
m_e1eb58cc69,2024-02-27 00:00:00.0000000,2024-02-29 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,1,-1
m_e2458d1cb3,2024-01-20 00:00:00.0000000,2024-01-22 00:00:00.0000000,2024-01-29 00:00:00.0000000,1,2,9,7
m_e2835fd4fb,2024-01-23 00:00:00.0000000,2024-01-25 00:00:00.0000000,2024-02-01 00:00:00.0000000,1,2,9,7
m_e2dc9e5c72,2024-01-19 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_e32758c867,2024-02-02 00:00:00.0000000,2024-02-04 00:00:00.0000000,NULL,0,2,NULL,NULL
m_e34eced250,2024-02-20 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_e3bc986270,2024-01-22 00:00:00.0000000,2024-01-24 00:00:00.0000000,NULL,0,2,NULL,NULL
m_e40d65ded4,2024-02-17 00:00:00.0000000,2024-02-19 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,11,9
m_e42fef6048,2024-02-02 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_e4c9f5d677,2024-01-02 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_e50a2ee02c,2024-01-02 00:00:00.0000000,2024-01-04 00:00:00.0000000,2024-01-13 00:00:00.0000000,1,2,11,9
m_e50a58266c,2024-02-23 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_e5762005c0,2024-02-29 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_e5ff22e0bc,2024-01-28 00:00:00.0000000,2024-01-30 00:00:00.0000000,2024-02-08 00:00:00.0000000,1,2,11,9
m_e61b569d8a,2024-02-24 00:00:00.0000000,2024-02-26 00:00:00.0000000,2024-03-13 00:00:00.0000000,1,2,18,16
m_e621c07329,2024-01-07 00:00:00.0000000,2024-01-09 00:00:00.0000000,NULL,0,2,NULL,NULL
m_e6b154ec9c,2024-02-04 00:00:00.0000000,2024-02-06 00:00:00.0000000,2024-02-13 00:00:00.0000000,1,2,9,7
m_e6bc521f3d,2024-02-01 00:00:00.0000000,2024-02-03 00:00:00.0000000,2024-02-08 00:00:00.0000000,1,2,7,5
m_e7790fea82,2024-01-02 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_e7d910866f,2024-02-17 00:00:00.0000000,2024-02-19 00:00:00.0000000,NULL,0,2,NULL,NULL
m_e81bd7e536,2024-02-22 00:00:00.0000000,2024-02-24 00:00:00.0000000,NULL,0,2,NULL,NULL
m_e8368a8208,2024-02-01 00:00:00.0000000,2024-02-03 00:00:00.0000000,NULL,0,2,NULL,NULL
m_e872a837b1,2024-01-16 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_e88f068854,2024-01-19 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_e8b789047f,2024-02-29 00:00:00.0000000,2024-03-02 00:00:00.0000000,NULL,0,2,NULL,NULL
m_e8b8ab65d3,2024-02-06 00:00:00.0000000,2024-02-08 00:00:00.0000000,2024-02-18 00:00:00.0000000,1,2,12,10
m_e900775096,2024-01-04 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_e90774ad63,2024-02-13 00:00:00.0000000,2024-02-15 00:00:00.0000000,NULL,0,2,NULL,NULL
m_e907e8138c,2024-01-29 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_e9246a07c5,2024-02-01 00:00:00.0000000,2024-02-03 00:00:00.0000000,NULL,0,2,NULL,NULL
m_e95496b89e,2024-02-13 00:00:00.0000000,2024-02-15 00:00:00.0000000,NULL,0,2,NULL,NULL
m_ea6f8a88f6,2024-01-05 00:00:00.0000000,2024-01-07 00:00:00.0000000,NULL,0,2,NULL,NULL
m_eb5e95bbf3,2024-02-18 00:00:00.0000000,2024-02-20 00:00:00.0000000,NULL,0,2,NULL,NULL
m_eba4f772df,2024-02-04 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_ec1b84077c,2024-01-30 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_ecf43862f9,2024-02-17 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_ed7ebf64fe,2024-02-22 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_edfe8aac84,2024-01-14 00:00:00.0000000,2024-01-16 00:00:00.0000000,2024-01-29 00:00:00.0000000,1,2,15,13
m_eee87505c9,2024-02-24 00:00:00.0000000,2024-02-26 00:00:00.0000000,NULL,0,2,NULL,NULL
m_eee9847a51,2024-01-11 00:00:00.0000000,2024-01-13 00:00:00.0000000,NULL,0,2,NULL,NULL
m_eff50f62e9,2024-02-04 00:00:00.0000000,2024-02-06 00:00:00.0000000,NULL,0,2,NULL,NULL
m_f09d23297b,2024-01-13 00:00:00.0000000,2024-01-15 00:00:00.0000000,2024-01-26 00:00:00.0000000,1,2,13,11
m_f0be43ae2d,2024-01-25 00:00:00.0000000,2024-01-27 00:00:00.0000000,2024-02-02 00:00:00.0000000,1,2,8,6
m_f173f1f84d,2024-01-14 00:00:00.0000000,2024-01-16 00:00:00.0000000,2024-01-29 00:00:00.0000000,1,2,15,13
m_f192109734,2024-02-04 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_f1d7b2a4ab,2024-01-14 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_f2d59ab547,2024-01-22 00:00:00.0000000,2024-01-24 00:00:00.0000000,NULL,0,2,NULL,NULL
m_f327d9e7df,2024-02-24 00:00:00.0000000,2024-02-26 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,4,2
m_f3717d2db9,2024-01-05 00:00:00.0000000,2024-01-07 00:00:00.0000000,2024-01-21 00:00:00.0000000,1,2,16,14
m_f391cdaa4c,2024-01-30 00:00:00.0000000,2024-02-01 00:00:00.0000000,2024-02-06 00:00:00.0000000,1,2,7,5
m_f3aae8f6ce,2024-02-04 00:00:00.0000000,2024-02-06 00:00:00.0000000,NULL,0,2,NULL,NULL
m_f3b97bde07,2024-02-01 00:00:00.0000000,2024-02-03 00:00:00.0000000,NULL,0,2,NULL,NULL
m_f46937c7e4,2024-01-09 00:00:00.0000000,2024-01-11 00:00:00.0000000,NULL,0,2,NULL,NULL
m_f47e0ca190,2024-01-17 00:00:00.0000000,2024-01-19 00:00:00.0000000,NULL,0,2,NULL,NULL
m_f488d769b2,2024-01-18 00:00:00.0000000,2024-01-20 00:00:00.0000000,2024-02-01 00:00:00.0000000,1,2,14,12
m_f4a293c733,2024-02-19 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_f509d20312,2024-01-24 00:00:00.0000000,2024-01-26 00:00:00.0000000,2024-02-03 00:00:00.0000000,1,2,10,8
m_f5bff98523,2024-02-15 00:00:00.0000000,2024-02-17 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,13,11
m_f611eac0d0,2024-02-10 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_f6132644ff,2024-02-19 00:00:00.0000000,2024-02-21 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,9,7
m_f6a5bc3506,2024-01-02 00:00:00.0000000,2024-01-04 00:00:00.0000000,NULL,0,2,NULL,NULL
m_f6b436a3e7,2024-01-20 00:00:00.0000000,2024-01-22 00:00:00.0000000,NULL,0,2,NULL,NULL
m_f8c0a59d96,2024-02-29 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_f8c9b82dcb,2024-01-08 00:00:00.0000000,2024-01-10 00:00:00.0000000,2024-01-25 00:00:00.0000000,1,2,17,15
m_f91e5a3cdb,2024-02-27 00:00:00.0000000,2024-02-29 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,1,-1
m_f949e74879,2024-01-02 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_f969e9850d,2024-01-09 00:00:00.0000000,2024-01-11 00:00:00.0000000,2024-01-23 00:00:00.0000000,1,2,14,12
m_fa1900e13f,2024-02-16 00:00:00.0000000,2024-02-18 00:00:00.0000000,2024-02-27 00:00:00.0000000,1,2,11,9
m_fa2c1c0e07,2024-02-09 00:00:00.0000000,2024-02-11 00:00:00.0000000,NULL,0,2,NULL,NULL
m_fa5415787c,2024-02-01 00:00:00.0000000,2024-02-03 00:00:00.0000000,2024-02-16 00:00:00.0000000,1,2,15,13
m_fa6aa8dd82,2024-01-05 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_fac7a11f14,2024-01-07 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_fb62988e38,2024-02-06 00:00:00.0000000,2024-02-08 00:00:00.0000000,2024-02-23 00:00:00.0000000,1,2,17,15
m_fc00d0aae3,2024-02-10 00:00:00.0000000,2024-02-12 00:00:00.0000000,NULL,0,2,NULL,NULL
m_fc2065ba41,2024-01-25 00:00:00.0000000,2024-01-27 00:00:00.0000000,NULL,0,2,NULL,NULL
m_fcb224417d,2024-01-05 00:00:00.0000000,2024-01-07 00:00:00.0000000,NULL,0,2,NULL,NULL
m_fcc376107b,2024-01-07 00:00:00.0000000,2024-01-09 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,52,50
m_fcedb8c240,2024-01-09 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_fcfe3fc982,2024-01-20 00:00:00.0000000,2024-01-22 00:00:00.0000000,NULL,0,2,NULL,NULL
m_fd0bc2c459,2024-01-06 00:00:00.0000000,2024-01-08 00:00:00.0000000,NULL,0,2,NULL,NULL
m_fd2108536e,2024-02-24 00:00:00.0000000,2024-02-26 00:00:00.0000000,NULL,0,2,NULL,NULL
m_fd776c66cf,2024-01-05 00:00:00.0000000,2024-01-07 00:00:00.0000000,NULL,0,2,NULL,NULL
m_fdbae50859,2024-02-24 00:00:00.0000000,2024-02-26 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,4,2
m_fddc0886be,2024-02-26 00:00:00.0000000,2024-02-28 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,2,0
m_fe15c360c7,2024-02-14 00:00:00.0000000,2024-02-16 00:00:00.0000000,2024-02-27 00:00:00.0000000,1,2,13,11
m_fe5fc2e5e8,2024-02-18 00:00:00.0000000,2024-02-20 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,10,8
m_fea0706a29,2024-01-21 00:00:00.0000000,2024-01-23 00:00:00.0000000,NULL,0,2,NULL,NULL
m_fec1c26eb3,2024-02-22 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_feea22267a,2024-02-18 00:00:00.0000000,2024-02-20 00:00:00.0000000,2024-02-28 00:00:00.0000000,1,2,10,8
m_ff4e7ac2d8,2024-02-17 00:00:00.0000000,2024-02-19 00:00:00.0000000,NULL,0,2,NULL,NULL
m_ff50f026dc,2024-02-07 00:00:00.0000000,2024-02-09 00:00:00.0000000,2024-02-20 00:00:00.0000000,1,2,13,11
m_ffac6cc615,2024-02-06 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
m_ffc06b5a5b,2024-01-31 00:00:00.0000000,2024-02-02 00:00:00.0000000,2024-02-11 00:00:00.0000000,1,2,11,9
m_ffed1b45c2,2024-02-05 00:00:00.0000000,NULL,NULL,0,NULL,NULL,NULL
